NAME,MEANING
galaxy,large, isolated system of stars, such as the Milky Way; a collection of brilliant personalities
gale,windstorm; gust of wind; emotional outburst (laughter, tears)
gall,bitterness (n); nerve (n); annoy (v); chafe (v)
galleon,large sailing ship
galvanize,stimulate by shock; stir up; revitalize
gambit,opening in chess in which a piece is sacrificed
gambol,romp; skip about; leap playfully
gamely,in a spirited manner; with courage
gamut,entire range
gape,open widely
garbled,mixed up; jumbled; distorted
gargantuan,huge; enormous
gargoyle,waterspout carved in grotesque figures on a building
garish,over bright in color; gaudy
garner,gather; store up
gastronomy,science of preparing and serving good food
gauche,clumsy; coarse and uncouth
gaudy,flashy; showy
gaunt,lean and angular; barren
gavel,hammer like tool; mallet
gawk,stare foolishly; look in open-mouthed awe
gazette,official periodical publication
genealogy,record of descent; lineage
generality,vague statement
generate,cause; produce; create
generic,characteristic of an entire class or species
genesis,beginning; origin
geniality,cheerfulness; kindliness; sympathy
genre,particular variety of art or literature
genteel,well-bred; elegant
gentility,those of gentle birth; refinement
gentry,people of standing; class of people just below nobility
genuflect,bend the knee as in worship
germane,pertinent; bearing upon the case at hand
germinal,pertaining to a germ; creative
germinate,cause to sprout; sprout
gerontocracy,government ruled by old people
gerrymander,change voting district lines in order to favor a political party
gestate,evolve, as in prenatal growth
gesticulation,motion; gesture
gibberish,nonsense; babbling
giddy,light-hearted; dizzy
gingerly,very carefully
girth,distance around something; circumference
glacial,like a glacier; extremely cold
glaring,highly conspicuous; harshly bright
glaze,cover with a thin and shiny surface
glean,gather leavings
glib,fluent; facile; slick
glimmer,shine erratically; twinkle
gloat,express evil satisfaction; view malevolently
gloss over,explain away
glossary,brief explanation of words used in the text
glossy,smooth and shining
glut,overstock; fill to excess
glutinous,sticky; viscous
glutton,someone who eats too much
gnome,dwarf; underground spirit
gorge,narrow canyon (n); steep, rocky cleft (n); stuff oneself (v)
gossamer,sheer; like cobwebs
gourmand,epicure; person who takes excessive pleasure in food and drink
gourmet,connoisseur of food and drink
graduated,arranged by degrees (of height, difficulty, etc )
granary,storehouse for grain
grandeur,impressiveness; stateliness; majesty
grandiose,pretentious; high-flown; ridiculously exaggerated; impressive
granulate,form into grains
graphic,pertaining to the art of delineating; vividly described
grapple,wrestle; come to grips with
grate,make a harsh noise; have an unpleasant effect; shred
gratuitous,given freely; unwarranted; uncalled for
grievance,cause of complaint
grill,question severely
grimace,a facial distortion to show feeling such as pain, disgust, etc
grotesque,fantastic; comically hideous
grotto,small cavern
grouse,complain; fuss
grovel,crawl or creep on ground; remain prostrate
grudging,unwilling; reluctant; stingy
gruel,thin, liquid porridge
gruesome,grisly; horrible
gruff,rough-mannered
guffaw,boisterous laughter
guile,deceit; duplicity; wiliness; cunning
guise,appearance; costume
gull,trick; hoodwink
gustatory,affecting the sense of taste
gusto,enjoyment; enthusiasm
guy,cable or chain attached to something that needs to be braced or steadied
gyroscope,apparatus used to maintain balance, ascertain direction, etc
habituate,accustom or familiarize; addict
hackles,hairs on back and neck, especially of a dog
hackneyed,commonplace; trite
haggard,wasted away; gaunt
haggle,argue about prices
halcyon,calm; peaceful
hallowed,blessed; consecrated
halting,hesitant; faltering
hap,chance; luck
haphazard,random; by chance
harass,annoy by repeated attacks
harbor,provide a refuge for; hide
hardy,sturdy; robust; able to stand inclement weather
harping,tiresome dwelling on a subject
harrowing,agonizing; distressing; traumatic
harry,harass, annoy, torment; raid
hatch,deck opening; lid covering a deck opening
haughtiness,pride; arrogance
haven,place of safety; refuge
hazy,slightly obscure
headlong,hasty; rash
headstrong,stubborn; willful; unyielding
heckler,person who verbally harasses others
hedonist,one who believes that pleasure is the sole aim in life
heedless,not noticing; disregarding
hegemony,dominance, especially of one nation over others
heinous,atrocious; hatefully bad
herbivorous,grain-eating
heresy,opinion contrary to popular belief; opinion contrary to accepted religion
hermetic,sealed by fusion so as to be airtight; obscure and mysterious; occult
hermitage,home of a hermit
herpetologist,one who studies reptiles
heterodox,unorthodox; unconventional
heterogeneous,dissimilar; mixed
hew,cut to pieces with ax or sword
heyday,time of greatest success; prime
hiatus,gap; pause
hibernate,sleep throughout the winter
hierarchy,arrangement by rank or standing; authoritarian body divided into ranks
hieroglyphic,picture writing
hilarity,boisterous mirth
hindmost,furthest behind
hindrance,block; obstacle
hinterlands,back country
hireling,one who serves for hire (usually used contemptuously)
hoard,stockpile; accumulate for future use
hoary,white with age
hoax,trick; practical joke
holocaust,destruction by fire
holster,pistol case
homage,honor; tribute
homeostasis,tendency of a system to maintain relative stability
homespun,domestic; made at home
homily,sermon; serious warning
hoodwink,deceive; delude
hortatory,encouraging; extortive
horticultural,pertaining to cultivation of gardens
hostility,unfriendliness; hatred
hovel,shack; small, wretched house
hover,hang about; wait nearby
hubbub,confused uproar
hubris,arrogance; excessive self-conceit
hue,color; aspect
humane,marked by kindness or consideration
humdrum,dull; monotonous
humility,humbleness of spirit
hummock,small hill
humus,substance formed by decaying vegetable matter
hurtle,crash; rush
husband,use sparingly; conserve; save
husbandry,frugality; thrift; agriculture
hybrid,mongrel; mixed breed
hydrophobia,fear of water; rabies
hypercritical,excessively exacting
hypochondriac,person unduly worried about his health; worrier without cause about illness
hypocritical,pretending to be virtuous; deceiving
hypothetical,based on assumptions or hypotheses; supposed
ichthyology,study of fish
icon,religious image; idol
ideology,system of ideas characteristic of a group or culture
idiom,expression whose meaning as a whole differs from the meanings of its individual words; distinctive style
idiosyncrasy,individual trait, usually odd in nature; eccentricity
idyllic,charmingly carefree; simple
igneous,produced by fire; volcanic
ignite,kindle; light
ignoble,unworthy; not noble
ignominy,deep disgrace; shame or dishonor
illuminate,brighten; clear up or make understandable; enlighten
illusion,misleading vision
illusory,deceptive; not real
imbalance,lack of balance of symmetry; disproportion
imbecility,weakness of mind
imbibe,drink in
imbroglio,complicated situation; painful or complex misunderstanding; entanglement; confused mass (as of papers)
imbue,saturate, fill
immaculate,spotless; flawless; absolutely clean
imminent,near at hand; impending
immobility,state of being immovable
immolate,offer as a sacrifice
immune,resistant to; free or exempt from
immure,imprison; shut up in confinement
impalpable,imperceptible; intangible
impartial,not biased; fair
impassable,not able to be traveled or crossed
impasse,predicament from which there is no escape
impeach,charge with crime in office; indict
impecunious,without money
impediment,hindrance; stumbling-block
impel,drive or force onward
impending,nearing; approaching
impenetrable,not able to be pierced or entered; beyond understanding
impenitent,not repentant
imperative,absolutely necessary; critically important
imperceptible,unnoticeable; undetectable
imperial,like an emperor; related to an empire
imperious,domineering; haughty
impertinent,insolent; rude
impetuous,violent; hasty; rash
impetus,moving force; incentive; stimulus
impiety,irreverence; lack of respect for God
impinge,infringe; touch; collide with
implausible,unlikely; unbelievable
implement,put into effect; supply with tools
implicate,incriminate; show to be involved
implication,something hinted at or suggested
imply,suggest a meaning not expressed; signify
impolitic,not wise
importunate,urging; demanding
importune,beg persistently
imposture,assuming a false identity; masquerade
impotent,weak; ineffective
impromptu,without previous preparation; off the cuff; on the spur of the moment
impropriety,improperness; unsuitableness
improvise,compose on the spur of the moment
imprudent,lacking caution; injudicious
impudence,impertinence; insolence
impugn,dispute or contradict (often in an insulting way); challenge; gainsay
impuissance,powerlessness; feebleness
impunity,freedom from punishment or harm
impute,attribute; ascribe
inalienable,not to be taken away; nontransferable
inane,silly; senseless
inarticulate,speechless; producing indistinct speech
inaugurate,begin formally; install in office
incandescent,strikingly bright; shining with intense heat
incantation,singing or chanting of magic spells; magical formula
incarnate,endowed with flesh; personified
incarnation,act of assuming a human body and human nature
incense,enrage; infuriate
incentive,spur; motive
inception,start; beginning
incessant,uninterrupted; unceasing
incidence,rate of occurrence; particular occurrence
incidental,not essential; minor
incipient,beginning; in an early stage
incisive,cutting; sharp
incite,arouse to action; goad; motivate; induce to exist
inclement,stormy; unkind
incline,slope; slant
inclined,tending or leaning toward; bent
inclusive,tending to include all
incognito,with identity concealed; using an assumed name
incoherent,unintelligible; muddled; illogical
incommodious,not spacious; inconvenient
inconsistency,state of being self-contradictory; lack of uniformity or steadiness
incontinent,lacking self-restraint; licentious
incontrovertible,indisputable; not open to question
incorporeal,lacking a material body; insubstantial
incredulity,a tendency to disbelief
incredulous,withholding belief; skeptical
incriminate,accuse; serve as evidence against
incrustation,hard coating or crust
incubate,hatch; scheme
incubus,burden; mental care; nightmare
incumbent,obligatory; currently holding an office
incur,bring upon oneself
incursion,temporary invasion
indelible,not able to be erased
indemnify,make secure against loss; compensate for loss
indentation,notch; deep recess
indenture,bind as servant or apprentice to master
indicative,suggestive, implying
indices,signs; indications
indifferent,unmoved or unconcerned by; mediocre
indigent,poor; destitute (Don't mix up indigent and indigenous)
indignation,anger at an injustice
indignity,offensive or insulting treatment
indiscriminate,choosing at random; confused
indisputable,too certain to be disputed
indite,write; compose
indomitable,unconquerable; unyielding
indubitable,unable to be doubted; unquestionable
induce,persuade; bring about
inductive,pertaining to induction or proceeding from the specific to the general
indulgent,humoring; yielding; lenient
industrious,diligent; hard-working
inebriated,habitually intoxicated; drunk
ineffable,unutterable; cannot be expressed in speech
ineffectual,not effective; weak
ineluctable,irresistible; not to be escaped
inept,lacking skill; unsuited; incompetent
inexorable,relentless; unyielding; implacable
infamous,notoriously bad
infantile,childish; infant like
infer,deduce; conclude
infernal,pertaining to hell; devilish
infiltrate,pass into or through; penetrate (an organization) sneakily
infinitesimal,very small
inflated,exaggerated; pompous; enlarged (with air or gas)
influx,flowing into
infraction,violation (of a rule ur regulation); breach
infringe,violate; encroach
ingenious,clever; resourceful
ingrained,deeply established; firmly rooted
ingrate,ungrateful person
ingratiate,become popular with
inhibit,restrain; retard or prevent
inimical,unfriendly; hostile; harmful; detrimental
inimitable,matchless; not able to be imitated
iniquitous,wicked; immoral; unrighteous
initiate,begin; originate; receive into a group
innovation,change; introduction of something new
innuendo,hint; insinuation
inopportune,untimely; poorly chosen
inordinate,unrestrained; excessive
inquisitor,questioner (especially harsh); investigator
insalubrious,unwholesome; not healthful
insatiable,not easily satisfied; unquenchable; greedy
inscrutable,impenetrable; not readily understood; mysterious
insensate,without feeling
insidious,treacherous; stealthy; sly
insightful,discerning; perceptive
insolence,impudent disrespect; haughtiness
insolvent,bankrupt; lacking money to pay
insomnia,wakefulness; inability to sleep
insouciant,indifferent; without concern or care
instigate,urge; start; provoke
insubordination,disobedience; rebelliousness
insubstantial,lacking substance; insignificant; frail
insuperable,insurmountable; unbeatable
insurmountable,overwhelming; unbeatable; insuperable
insurrection,rebellion; uprising
intangible,not able to be perceived by touch; vague
integral,complete; necessary for completeness
integrate,make whole; combine; make into one unit
integrity,uprightness; wholeness
intellect,higher mental powers
intelligentsia,intellectuals; members of the educated elite [often used derogatorily]
interdict,prohibit; forbid
intermittent,periodic; on and off
internecine,mutually destructive
interpolate,insert between
interregnum,period between two reigns
interrogate,question closely; cross-examine
intervene,come between
intrinsic,essential; inherent; built-in
introspective,looking within oneself
introvert,one who is introspective; inclined to think more about oneself
intrude,trespass; enter as an uninvited person
intuition,immediate insight; power of knowing without reasoning
invalidate,weaken; destroy
inveigh,denounce; utter censure or invective
inveigle,lead astray; wheedle
invert,turn upside down or inside out
inveterate,deep-rooted; habitual
invidious,designed to create ill will or envy
inviolable,secure from corruption, attack, or violation; unassailable
invocation,prayer for help; calling upon as a reference or support
invoke,call upon; ask for
invulnerable,incapable of injury
iota,very small quantity
iridescent,exhibiting rainbow like colors
irksome,annoying; tedious
ironic,occurring in an unexpected and contrary manner
irony,hidden sarcasm or satire; use of words that seem to mean the opposite of what they actually mean
irreconcilable,incompatible; not able to be resolved
irrefutable,indisputable; incontrovertible; undeniable
irrelevant,not applicable; unrelated
irremediable,incurable; uncorrectable
irreparable,not able to be corrected or repaired
irrepressible,unable to be restrained or held back
irreproachable,blameless; impeccable
irretrievable,impossible to recover or regain; irreparable
irreverence,lack of proper respect
irrevocable,unalterable; irreversible
isotope,varying form of an element
isthmus,narrow neck of land connecting two larger bodies of land
itinerant,wandering; traveling
jabber,chatter rapidly or unintelligibly
jaded,fatigued; surfeited
jargon,Language used by a special group; technical terminology; gibberish
jaundiced,prejudiced (envious, hostile, or resentful); yellowed
jaunt,trip; short journey
jaunty,lighthearted; animated; easy and carefree
jeopardize,endanger; imperil; put at risk
jettison,throw overboard
jibe,agree; be in harmony with
jingoist,extremely aggressive and militant patriot; warlike chauvinist
jocose,given to joking
jocular,said or done in jest
jollity,gaiety; cheerfulness
jostle,shove; bump
jovial,good-natured; merry
juggernaut,irresistible crushing force
juncture,crisis; joining point
junket,trip, especially one taken for pleasure by an official at public expense
junta,group of persons joined in political intrigue; cabal
jurisprudence,science of law
justification,good or just reason; defense; excuse
juxtapose,place side by side
kaleidoscope,tube in which patterns made by the reflection in mirrors of colored pieces of glass, etc ; produce interesting symmetrical effects
ken,range of knowledge
kernel,central or vital part; whole seed (as of corn)
killjoy,grouch; spoilsport
kindle,start a fire; inspire
kindred,related; similar in nature or character
kinetic,producing motion
kleptomaniac,person who has a compulsive desire to steal
knave,untrustworthy person; rogue; scoundrel
knead,mix; work dough
knell,tolling of a bell, especially to indicate a funeral, disaster, etc ; sound of the funeral bell
knit,contract into wrinkles; grow together
knoll,little, round hill
knotty,intricate; difficult; tangled
kudos,honor; glory; praise
labile,likely to change; unstable
laborious,demanding much work or care; tedious
laceration,torn, ragged wound
lachrymose,producing tears
lackadaisical,lacking purpose or zest; halfhearted; languid
laggard,slow; sluggish
lagoon,shallow body of water near a sea; lake
laity,laypersons; persons not connected with the clergy
lambaste,beat; thrash verbally or physically
lament,grieve; express sorrow
lancet,small surgical tool for making incisions
languid,weary; sluggish; listless
languish,lose animation or strength
languor,lassitude; depression
lank,long and thin
lap,take in food or drink with one's tongue; splash gently
larder,pantry; place where food is kept
largess,generous gift
lateral,coming from the side
latitude,freedom from narrow limitations
lavish,liberal; wasteful
leaven,cause to rise or grow lighter; enliven
lechery,gross lewdness; lustfulness
lectern,reading desk
leery,suspicious; cautious
leeway,room to move; margin
legacy,a gift made by a will
legend,explanatory list of symbols on a map
legerdemain,sleight of hand
leniency,mildness; permissiveness
leonine,like a lion
levitate,float in the air (especially by magical means)
levy,impose (a fine); collect (a payment)
lexicographer,compiler of a dictionary
liability,drawback; debts
liaison,contact that keeps parties in communication; go-between; secret love affair
libel,defamatory statement; act of writing something that smears a person's character
libertine,debauched person, roué
libido,emotional urges behind human activity
libretto,text of an opera
licentious,amoral; lewd and lascivious; unrestrained
lien,legal claim on a property
ligneous,like wood
lilliputian,extremely small
limbo,region near heaven or hell where certain souls are kept; a prison (slang)
limn,draw; outline; describe
lineage,descent; ancestry
lineaments,features, especially of the face
linger,loiter or dawdle; continue or persist
linguistic,pertaining to language
lionize,treat as a celebrity
liquidate,settle accounts; clear up
list,tilt; lean over
listless,lacking in spirit or energy
litany,supplicatory prayer
lithe,flexible; supple
litotes,understatement for emphasis
livid,lead-colored; black and blue; ashen; enraged
loath,reluctant; disinclined
lode,metal-bearing vein
lofty,very high
loiter,hang around; linger
loll,lounge about
longevity,long life
loom,appear or take shape (usually in an enlarged or distorted form)
lope,gallop slowly
lout,clumsy person
ludicrous,laughable; trifling
lull,moment of calm
lumber,move heavily or clumsily
lumen,unit of light energy (one candle's worth)
luminary,celebrity; dignitary
lunar,pertaining to the moon
lunge,make a quick forward dive or reach; thrust
lurid,wild; sensational; graphic; gruesome
lurk,stealthily lie in waiting; slink; exist unperceived
luscious,pleasing to taste or smell
luster,shine; gloss
luxuriant,abundant; rich and splendid; fertile
macabre,gruesome; grisly
mace,ceremonial staff; club like medieval weapon
macerate,soften by soaking in liquid; waste away
machiavellian,crafty; double-dealing
machinations,evil schemes or plots
maculated,spotted; stained
madrigal,pastoral song
magisterial,authoritative; imperious
magnate,person of prominence or influence
magniloquent,boastful pompous
magnitude,greatness; extent
maim,mutilate; injure
maladroit,clumsy; bungling
malaise,uneasiness; vague feeling of ill health
malapropism,comic misuse of a word
malcontent,person dissatisfied with existing state of affairs
malefactor,evildoer; criminal
malevolent,wishing evil
malicious,hateful; spiteful
malign,speak evil of; bad-mouth; defame
malignant,injurious; tending to cause death; aggressively malevolent
malodorous,foul-smelling
mammal,vertebrate animal whose female suckles its young
mammoth,gigantic; enormous
manacle,restrain; handcuff
mandate,order; charge
mangy,shabby; wretched
maniacal,raging mad; insane
manifest,evident; visible; obvious
manifestation,outward demonstration; indication
manifesto,declaration; statement of policy
manifold,numerous; varied
manipulate,operate with one's hands; control or play upon (people, forces, etc ) artfully
mannered,affected; not natural
manumit,emancipate; free from bondage
marital,pertaining to marriage
maritime,bordering on the sea; nautical
marked,noticeable; targeted for vengeance
marred,damaged; disfigured
marshal,put in order
marsupial,one of a family of mammals that nurse their offspring in a pouch
martinet,a strict disciplinarian
martyr,one who voluntarily suffers death for his or her religion or cause; great sufferer
masochist,person who enjoys his own pain
materialism,preoccupation with physical comforts and things
matriarch,woman who rules a family or larger social group
matriculate,enroll (in college or graduate school)
matrix,point of origin; array of numbers or algebraic symbols; mold or die
maudlin,effusively sentimental
maul,handle roughly
mausoleum,monumental tomb
mauve,pale purple
mawkish,mushy and gushy; icky-sticky sentimental; maudlin
maxim,proverb; a truth pithily stated
mayhem,injury to body
meager,scanty; inadequate
mealymouthed,indirect in speech; hypocritical; evasive
meander,wind or turn in its course
mediate,settle a dispute through the services of an outsider
mediocre,ordinary; commonplace
meditation,reflection; thought
medium,element that is a creature's natural environment; nutrient setting in which microorganisms are cultivated; appropriate occupation or means of expression; channel of communication; compromise
meek,submissive; patient and long-suffering
megalomania,mania for doing grandiose things
melancholy,gloomy; morose; blue
mellifluous,sweetly or smoothly flowing; melodious
memento,token; reminder
menagerie,collection of wild animals
menial,suitable for servants; lowly; mean
mentor,counselor; teacher
mercantile,concerning trade
mercenary,motivated solely by money or gain
mercurial,capricious; changing; fickle
meretricious,flashy; tawdry
merger,combination (of two business corporations)
metallurgical,pertaining to the art of removing metals from ores
metaphor,implied comparison
metaphysical,pertaining to speculative philosophy
mete,measure; distribute
meteoric,swift; momentarily brilliant
metropolis,large city
mettle,courage; spirit
miasma,swamp gas; heavy, vaporous atmosphere, often emanating from decaying matter; pervasive corrupting influence
microcosm,small world; the world in miniature
migrant,changing its habitat; wandering
milieu,environment; means of expression
militant,combative; bellicose
militate,work against
millennium,thousand-year period; period of happiness and prosperity
minatory,menacing; threatening
mincing,affectedly dainty
minion,a servile dependent
minuscule,extremely small
minute,extremely small
minutiae,petty details
mirage,unreal reflection; optical illusion
mire,entangle; stick in swampy ground
mirth,merriment; laughter
misadventure,mischance; ill luck
misapprehension,error; misunderstanding
miscellany,mixture of writings On various subjects
mischance,ill luck
misconstrue,interpret incorrectly; misjudge
miscreant,wretch; villain
misdemeanor,minor crime
miserly,stingy; mean
misnomer,wrong name; incorrect designation
misogamy,hatred of marriage
misogynist,hater of women
missile,object to be thrown or projected
mite,very small object or creature; small coin
mnemonic,pertaining to memory
mobile,movable; not fixed
mock,ridicule; imitate, often in derision
mode,prevailing style; manner; way of doing something
modicum,limited quantity
modulate,tone down in intensity; regulate; change from one key to another
mogul,powerful person
molecule,the smallest particle (one or more atoms) of a substance that has all the properties of that substance
mollycoddle,pamper; indulge excessively
molt,shed or cast off hair or feathers
momentous,very important
momentum,quantity of motion of a moving body; impetus
monarchy,government under a single ruler
monastic,related to monks or monasteries; removed from worldly concerns
monetary,pertaining to money
monochromatic,having only one color
monolithic,solidly uniform; unyielding
monotheism,belief in one God
monotony,sameness leading to boredom
moodiness,fits of depression or gloom
moratorium,legal delay of payment
morbid,given to unwholesome thought; moody; characteristic of disease
mordant,biting; sarcastic; stinging
mores,conventions; moral standards; customs
mortify,humiliate; punish the flesh
mosaic,picture made of small, colorful inlaid tiles
mote,small speck
motility,ability to move spontaneously
motley,multicolored; mixed
mottled,blotched in coloring; spotted
mountebank,charlatan; boastful pretender
muddle,confuse; mix up
muggy,warm and damp
mulct,defraud a person of something
multifarious,varied; greatly diversified
multiform,having many forms
multilingual,having many languages
multiplicity,state of being numerous
munificent,very generous
mural,wall painting
murky,dark and gloomy; thick with fog; vague
musky,having the odor of musk
muster,gather; assemble
musty,stale; spoiled by age
mutability,ability to change in form; fickleness
muted,silent; muffled; toned down
mutinous,unruly; rebellious
myopic,nearsighted; lacking foresight
myriad,very large number
nadir,lowest point
naivete,quality of being unsophisticated; simplicity; artlessness; gullibility
narcissist,conceited person
narrative,related to telling a story
nascent,incipient; coming into being
natty,neatly or smartly dressed
nauseate,cause to become sick; fill with disgust
nautical,pertaining to ships or navigation
navigable,wide and deep enough to allow ships to pass through; able to be steered
nebulous,vague; hazy; cloudy
necromancy,black magic dealings with the dead
nefarious,very wicked
negligence,neglect; failure to take reasonable care
negligible,so small, trifling, or unimportant as to be easily disregarded
nemesis,someone seeking revenge
neologism,new or newly coined word or phrase
nepotism,favoritism (to a relative)
nettle,annoy; vex
nib,beak; pen point
nicety,precision; minute distinction
niggardly,meanly stingy; parsimonious
niggle,spend too much time on minor points; carp
nihilist,one who considers traditional beliefs to be groundless and existence meaningless; absolute skeptic; revolutionary terrorist
nip,stop something's growth or development; snip off; bite; make numb with cold
nirvana,in Buddhist teachings, the ideal state in which the individual loses himself in the attainment of an impersonal beatitude
nocturnal,done at night
noisome,foul-smelling; unwholesome
nomenclature,terminology; system of names
nominal,in name only; trifling
nonchalance,indifference; lack of concern; composure
noncommittal,neutral; unpledged; undecided
nondescript,indistinctive; ordinary
nonentity,person of no importance; nonexistence
nonplus,bring to a halt by confusion; perplex
nostalgia,homesickness; longing for the past
nostrum,questionable medicine
notable,conspicuous; important; distinguished
notoriety,disrepute; ill fame
novelty,something new; newness
nuance,shade of difference in meaning or color; subtle distinction
nugatory,futile; worthless
nullify,to make invalid
numismatist,person who collects coins
nuptial,related to marriage
nurture,nourish; educate; foster
nutrient,nourishing substance
oaf,stupid, awkward person
obelisk,tall column tapering and ending in a pyramid
obese,excessively fat
obfuscate,confuse; muddle; cause confusion; make needlessly complex
obituary,death notice
objective,goal (n); aim (n); not influenced by emotions (adj); fair (adj)
obligatory,binding; required
oblique,indirect; slanting (deviating from the perpendicular or from a straight line)
obliterate,destroy completely
oblivion,obscurity; forgetfulness
oblivious,inattentive or unmindful; wholly absorbed
obloquy,slander; disgrace; infamy
obscure,dark (adj); vague (adj); unclear (adj); darken (v); make unclear (v)
obsequy,funeral ceremony
obsessive,related to thinking about something constantly; preoccupying
obsidian,black volcanic rock
obstetrician,physician specializing in delivery of babies
obstinate,stubborn; hard to control or treat
obstreperous,boisterous; noisy
obtrude,push (oneself or one's ideas) forward or intrude; butt in; stick out or extrude
obtuse,blunt; stupid
occident,the west
oculist,physician who specializes in treatment of the eyes
odious,hateful; vile
odium,detestation; hatefulness; disrepute
odoriferous,giving off an odor
odorous,having an odor
odyssey,long, eventful journey
offensive,attacking; insulting; distasteful
offhand,casual; done without prior thought
ogle,look at amorously; make eyes at
olfactory,concerning the sense of smell
oligarchy,government by a privileged few
omnipotent,all-powerful
omnipresent,universally present; ubiquitous
omniscient,all-knowing
omnivorous,eating both plant and animal food; devouring everything
onomatopoeia,words formed in imitation of natural sounds
onslaught,vicious assault
onus,burden; responsibility
opalescent,iridescent; lustrous
opaque,dark; not transparent
opiate,medicine to induce sleep or deaden pain; something that relieves emotions or causes inaction
opportune,timely; well-chosen
opportunist,individual who sacrifices principles for expediency by taking advantage of circumstances
optician,maker and seller of eyeglasses
optimist,person who looks on the bright side
optimum,most favorable
optional,not compulsory; left to one's choice
optometrist,one who fits glasses to remedy visual defects
opulence,extreme wealth; luxuriousness; abundance
oracular,prophetic; uttered as if with divine authority; mysterious or ambiguous
orator,public speaker
oratorio,dramatic poem set to music
ordain,decree or command; grant holy orders; predestine
ordeal,severe trial or affliction
ordination,ceremony conferring holy orders
orgy,wild, drunken revelry; unrestrained indulgence
orient,get one's bearings; adjust
orientation,act of finding oneself in society
orifice,mouth like opening; small opening
ornate,excessively or elaborately decorated
ornithologist,scientific student of birds
orthodox,traditional; conservative in belief
orthography,correct spelling
osseous,made of bone; bony
ossify,change or harden into bone
ostensible,apparent; professed; pretended
ostracize,exclude from public favor; ban
oust,expel; drive out
outlandish,bizarre; peculiar; unconventional
outmoded,no longer stylish; old-fashioned
outskirts,fringes; outer borders
outspoken,candid; blunt
outstrip,surpass; outdo
outwit,outsmart; trick
ovation,enthusiastic applause
overbearing,bossy; arrogant; decisively important
overt,open to view
overweening,presumptuous; arrogant
overwrought,extremely agitated; hysterical
ovoid,egg-shaped
pachyderm,thick-skinned animal
pacifist,one opposed to force; antimilitarist
pacify,soothe; make calm or quiet; subdue
paean,song of praise or joy
painstaking,showing hard work; taking great care
palatable,agreeable; pleasing to the taste
palate,roof of the mouth; sense of taste
paleontology,study of prehistoric life
palette,board on which a painter mixes pigments
palimpsest,parchment used for second time after original writing has been erased
pall,grow tiresome
pallet,small, poor bed
palliate,ease pain; make less severe or offensive
pallid,pale; wan
palpable,tangible; easily perceptible
palpitate,throb; flutter
paltry,insignificant; petty; trifling
pan,criticize harshly
panacea,cure-all; remedy for all diseases
panache,flair; flamboyance
pandemic,widespread; affecting the majority of people
pandemonium,wild tumult
pander,cater to the low desires of others
panegyric,formal praise
panoramic,denoting an unobstructed and comprehensive view
pantomime,acting without dialogue
papyrus,ancient paper made from stem of papyrus plant
parable,short, simple story teaching a moral
paradigm,model; example; pattern
paradox,something apparently contradictory in nature; statement that looks false but is actually correct
parallelism,state of being parallel; similarity
parameter,limit; independent variable
paramount,foremost in importance; supreme
paramour,illicit lover
paranoia,psychosis marked by delusions of grandeur or persecution
paraphernalia,equipment; odds and ends
paraphrase,restate a passage in one's own words while retaining thought of author
parasite,animal or plant living on another; toady; sycophant
parched,extremely dry; very thirsty
pariah,social outcast
parity,equality; close resemblance
parlance,language; idiom
parochial,harrow in outlook; provincial; related to parishes
parody,humorous imitation; spoof; takeoff; travesty
paroxysm,fit or attack of pain, laughter, rage
parquet,floor made of wood strips inlaid in a mosaic like pattern
parry,ward off a blow; deflect
parsimony,stinginess; excessive frugality
partial,incomplete; having a liking for something
partiality,inclination; bias
partition,divide into parts
passe,old-fashioned; past the prime
passive,not active; acted upon
pastiche,imitation of another's style in musical composition or in writing
patent,open for the public to read; obvious
pathetic,causing sadness, compassion, pity; touching
pathos,tender sorrow; pity; quality in art or literature that produces these feelings
patina,green crust on old bronze works; tone slowly taken by varnished painting
patois,local or provincial dialect
patriarch,father and ruler of a family or tribe
patrician,noble; aristocratic
patronize,support; act superior toward; be a customer of
pauper,very poor person
peccadillo,slight offense
pecuniary,pertaining to money
pedagogy,teaching; art of education
pedant,scholar who overemphasizes book learning or technicalities
pedestrian,ordinary; unimaginative; unintentionally boring
pediatrician,physician specializing in children's diseases
peerless,having no equal; incomparable
pejorative,negative in connotation; having a belittling effect
pell-mell,in confusion; disorderly
pellucid,transparent; limpid; easy to understand
penance,self-imposed punishment for sin
pendant,hanging down from something (adj); ornament (hanging from a necklace, etc.) (n)
pendulous,hanging; suspended
pensive,dreamily thoughtful; thoughtful with a hint of sadness; contemplative
penumbra,partial shadow (in an eclipse)
peon,landless agricultural worker; bond servant
perceptive,insightful; aware; wise
percussion,striking one object against another sharply
perdition,damnation; complete ruin
peremptory,demanding and leaving no choice
perforate,pierce; put a hole through
perigee,point of moon’s orbit when it is nearest the earth
perimeter,outer boundary
peripatetic,walking about; moving
peripheral,marginal; outer
periphery,edge, especially of a round surface
perjury,false testimony while under oath
pernicious,very destructive
peroration,conclusion of an oration
perpetrate,commit an offense
perpetuate,make something last; preserve from extinction
perquisite,any gain, above stipulated salary
perspicacious,having insight; penetrating; astute
perspicuity,clearness of expression; freedom from ambiguity
perspicuous,plainly expressed
pert,impertinent; forward
pertinacious,stubborn; persistent
pertinent,suitable; to the point
perturb,disturb greatly
peruse,read with care
